# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.057682991027832031e+00 1.046313285827636719e+00 7.239448428153991699e-01
1.000000000000000000e+00 9.582418799400329590e-01 1.011982083320617676e+00 7.053663134574890137e-01
