# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.265773892402648926e-01 1.003212690353393555e+00 1.090422868728637695e+00
2.000000000000000000e+00 7.868693470954895020e-01 7.366122603416442871e-01 5.203871726989746094e-01
