# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.260541229248046875e+02 2.799772033691406250e+02 9.249940429687500000e+03
2.000000000000000000e+00 8.966173553466796875e+01 1.191729354858398438e+02 1.735001708984375000e+03
