# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.011402964591979980e+00 1.009662270545959473e+00 1.096850752830505371e+00
2.000000000000000000e+00 9.529294967651367188e-01 9.648677706718444824e-01 1.002390384674072266e+00
