# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.756907701492309570e+00 4.043369770050048828e+00 1.564542579650878906e+01
2.000000000000000000e+00 1.585625171661376953e+00 2.065629005432128906e+00 4.075366497039794922e+00
